Year,State,County,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,070000635,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",31,0,0.1
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",070000635,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.01
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Cesarean section,070000635,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",24,0,0.02
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Colon surgery,070000635,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",19,0,0.32
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),070000635,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",25,0,0.19
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Gallbladder surgery,070000635,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",45,0,0.07
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Gastric surgery,070000635,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",4,0,0.04
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Hip prosthesis,070000635,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",5,0,0.03
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Hysterectomy, abdominal",070000635,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Hysterectomy, vaginal",070000635,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Open reduction of fracture,070000635,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",24,0,0.14
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Ovarian surgery,070000635,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",3,0,0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Pacemaker surgery,070000635,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",5,0,0.01
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Small bowel surgery,070000635,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",4,0,0.07
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),All procedures,070000959,Sutter Maternity & Surgery Center of Santa Cruz,Acute Care Hospital,"Community, <125 Beds",319,0,1.2
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),Appendix surgery,070000959,Sutter Maternity & Surgery Center of Santa Cruz,Acute Care Hospital,"Community, <125 Beds",3,0,0.01
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),Cesarean section,070000959,Sutter Maternity & Surgery Center of Santa Cruz,Acute Care Hospital,"Community, <125 Beds",89,0,0.12
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),Colon surgery,070000959,Sutter Maternity & Surgery Center of Santa Cruz,Acute Care Hospital,"Community, <125 Beds",12,0,0.23
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),070000959,Sutter Maternity & Surgery Center of Santa Cruz,Acute Care Hospital,"Community, <125 Beds",5,0,0.02
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),Gallbladder surgery,070000959,Sutter Maternity & Surgery Center of Santa Cruz,Acute Care Hospital,"Community, <125 Beds",7,0,0.06
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),Gastric surgery,070000959,Sutter Maternity & Surgery Center of Santa Cruz,Acute Care Hospital,"Community, <125 Beds",1,0,0.01
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),Hip prosthesis,070000959,Sutter Maternity & Surgery Center of Santa Cruz,Acute Care Hospital,"Community, <125 Beds",42,0,0.13
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),"Hysterectomy, abdominal",070000959,Sutter Maternity & Surgery Center of Santa Cruz,Acute Care Hospital,"Community, <125 Beds",43,0,0.23
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),"Hysterectomy, vaginal",070000959,Sutter Maternity & Surgery Center of Santa Cruz,Acute Care Hospital,"Community, <125 Beds",6,0,0.03
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),Kidney surgery,070000959,Sutter Maternity & Surgery Center of Santa Cruz,Acute Care Hospital,"Community, <125 Beds",6,0,0.02
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),Knee prosthesis,070000959,Sutter Maternity & Surgery Center of Santa Cruz,Acute Care Hospital,"Community, <125 Beds",44,0,0.09
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),Laminectomy,070000959,Sutter Maternity & Surgery Center of Santa Cruz,Acute Care Hospital,"Community, <125 Beds",19,0,0.05
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),Open reduction of fracture,070000959,Sutter Maternity & Surgery Center of Santa Cruz,Acute Care Hospital,"Community, <125 Beds",4,0,0.02
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),Ovarian surgery,070000959,Sutter Maternity & Surgery Center of Santa Cruz,Acute Care Hospital,"Community, <125 Beds",14,0,0.01
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),Rectal surgery,070000959,Sutter Maternity & Surgery Center of Santa Cruz,Acute Care Hospital,"Community, <125 Beds",2,0,0.04
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),Small bowel surgery,070000959,Sutter Maternity & Surgery Center of Santa Cruz,Acute Care Hospital,"Community, <125 Beds",4,0,0.08
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),Spinal fusion,070000959,Sutter Maternity & Surgery Center of Santa Cruz,Acute Care Hospital,"Community, <125 Beds",17,0,0.04
2020H1,California,Santa Cruz,Surgical Site Infections (SSI),Thoracic surgery,070000959,Sutter Maternity & Surgery Center of Santa Cruz,Acute Care Hospital,"Community, <125 Beds",1,0,0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),All procedures,070001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,279,2,0.85
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",070001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,1,0,0.01
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Cardiac surgery,070001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,14,0,0.06
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Cesarean section,070001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,230,2,0.5
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Colon surgery,070001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,1,0,0.04
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),070001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,5,0,0.02
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Gallbladder surgery,070001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,1,0,0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Gastric surgery,070001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,7,0,0.02
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Hysterectomy, abdominal",070001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,1,0,0.01
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Kidney surgery,070001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,1,0,0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Ovarian surgery,070001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,2,0,0
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Pacemaker surgery,070001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,6,0,0.03
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Rectal surgery,070001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,1,0,0.01
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Small bowel surgery,070001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,1,0,0.03
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Spinal fusion,070001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,3,0,0.1
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Thoracic surgery,070001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,5,0,0.02
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",2,0,0.01
2020H1,California,Santa Clara,Surgical Site Infections (SSI),All procedures,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",1755,7,7.94
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",104,0,0.27
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",11,0,0.18
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Cardiac surgery,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",49,0,0.09
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Cesarean section,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",512,0,0.44
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Colon surgery,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",86,3,1.75
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",50,0,0.23
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",7,0,0.02
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",45,0,0.14
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Gallbladder surgery,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",96,1,0.37
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Gastric surgery,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",28,0,0.12
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Hip prosthesis,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",120,2,0.77
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Hysterectomy, abdominal",070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",117,0,0.64
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Hysterectomy, vaginal",070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",10,0,0.04
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Kidney surgery,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",24,0,0.08
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Knee prosthesis,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",120,0,0.51
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Laminectomy,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",26,0,0.07
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Open reduction of fracture,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",81,0,0.42
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Ovarian surgery,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",26,0,0.02
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Pacemaker surgery,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",80,0,0.12
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Rectal surgery,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",1,0,0.01
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Small bowel surgery,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",51,0,1
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Spinal fusion,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",56,1,0.54
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Thoracic surgery,070001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",53,0,0.1
2020H1,California,Santa Clara,Surgical Site Infections (SSI),All procedures,070001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,1763,5,11.43
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,070001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,87,0,0.29
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",070001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,7,0,0.15
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Cardiac surgery,070001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,125,0,0.5
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Cesarean section,070001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,630,0,2.94
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Colon surgery,070001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,84,2,2.01
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",070001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,176,1,1.2
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",070001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,11,0,0.09
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),070001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,89,0,0.43
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Gallbladder surgery,070001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,121,0,0.63
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Gastric surgery,070001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,24,0,0.37
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Hip prosthesis,070001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,48,1,0.31
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Hysterectomy, abdominal",070001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,44,0,0.53
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Hysterectomy, vaginal",070001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,1,0,0.01
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Kidney surgery,070001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,47,0,0.16
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Knee prosthesis,070001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,19,1,0.07
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Open reduction of fracture,070001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,43,0,0.27
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Ovarian surgery,070001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,52,0,0.05
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Pacemaker surgery,070001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,6,0,0.01
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Rectal surgery,070001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,10,0,0.06
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Small bowel surgery,070001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,34,0,0.68
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Spleen surgery,070001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,2,0,0.01
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Thoracic surgery,070001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,103,0,0.69
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,12,0,0.08
2020H1,California,Santa Clara,Surgical Site Infections (SSI),All procedures,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,4876,45,57.42
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,74,0,0.44
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,238,6,10.42
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Cardiac surgery,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,276,6,1.08
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Colon surgery,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,252,4,9.21
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,94,1,0.87
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,8,0,0.13
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,436,2,2.54
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Gallbladder surgery,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,188,0,1.68
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Gastric surgery,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,113,0,1.81
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Heart transplant,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,32,0,0.89
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Hip prosthesis,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,297,6,2.76
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Hysterectomy, abdominal",070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,158,2,1.92
2020H1,California,Santa Clara,Surgical Site Infections (SSI),"Hysterectomy, vaginal",070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,14,0,0.1
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Kidney surgery,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,115,0,0.38
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Kidney transplant,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,59,0,0.39
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Knee prosthesis,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,286,3,1.57
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Laminectomy,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,399,0,1.78
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Liver transplant,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,33,0,1.59
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Open reduction of fracture,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,212,2,1.64
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Ovarian surgery,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,148,0,0.1
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Pacemaker surgery,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,211,0,0.45
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Rectal surgery,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,81,1,1.85
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Small bowel surgery,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,303,5,6.29
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Spinal fusion,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,445,6,4.91
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Spleen surgery,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,47,0,0.2
2020H1,California,Santa Clara,Surgical Site Infections (SSI),Thoracic surgery,070001357,Stanford Health Care,Acute Care Hospital,Major Teaching,345,1,2.33
2020H1,California,San Diego,Surgical Site Infections (SSI),All procedures,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",2041,10,13.09
2020H1,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",65,0,0.19
2020H1,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",41,3,1.13
2020H1,California,San Diego,Surgical Site Infections (SSI),Colon surgery,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",67,0,1.41
2020H1,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",62,0,0.35
2020H1,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",71,0,0.31
2020H1,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",42,1,0.49
2020H1,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",324,2,1.26
2020H1,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",7,0,0.03
2020H1,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, vaginal",080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.01
2020H1,California,San Diego,Surgical Site Infections (SSI),Kidney surgery,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",63,0,0.21
2020H1,California,San Diego,Surgical Site Infections (SSI),Kidney transplant,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",45,0,0.24
2020H1,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",458,1,1.24
2020H1,California,San Diego,Surgical Site Infections (SSI),Laminectomy,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",232,0,0.68
2020H1,California,San Diego,Surgical Site Infections (SSI),Liver transplant,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",23,1,1.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",45,0,0.25
2020H1,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",3,0,0
2020H1,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",18,0,0.43
2020H1,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",99,0,2.05
2020H1,California,San Diego,Surgical Site Infections (SSI),Spinal fusion,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",340,2,1.69
2020H1,California,San Diego,Surgical Site Infections (SSI),Spleen surgery,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",6,0,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,080000022,Scripps Green Hospital,Acute Care Hospital,"Community, 125-250 Beds",27,0,0.07
2020H1,California,San Diego,Surgical Site Infections (SSI),All procedures,080000023,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,45,2,0.31
2020H1,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,080000023,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,6,0,0.01
2020H1,California,San Diego,Surgical Site Infections (SSI),Cardiac surgery,080000023,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,3,0,0.01
2020H1,California,San Diego,Surgical Site Infections (SSI),Colon surgery,080000023,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,3,1,0.09
2020H1,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),080000023,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,5,0,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,080000023,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,4,0,0.01
2020H1,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,080000023,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,3,0,0.01
2020H1,California,San Diego,Surgical Site Infections (SSI),Laminectomy,080000023,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,6,1,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,080000023,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,3,0,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,080000023,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,2,0,0
2020H1,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,080000023,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,2,0,0.05
2020H1,California,San Diego,Surgical Site Infections (SSI),Spinal fusion,080000023,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pediatric,8,0,0.07
2020H1,California,San Diego,Surgical Site Infections (SSI),All procedures,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,2315,20,19.82
2020H1,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,182,1,1.07
2020H1,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,26,4,1.08
2020H1,California,San Diego,Surgical Site Infections (SSI),Cardiac surgery,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,97,3,0.44
2020H1,California,San Diego,Surgical Site Infections (SSI),Cesarean section,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,1,0,0
2020H1,California,San Diego,Surgical Site Infections (SSI),Colon surgery,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,182,6,4.52
2020H1,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,43,0,0.36
2020H1,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,6,0,0.04
